;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
TRIGMOD_HEADER;Our government reports that we have gained;;;;;;;;;;;;;;
TRIGMODLOST_HEADER;Our government reports that we have lost;;;;;;;;;;;;;;
POLITICS_DECISIONS2;§YYellow§g decisions are generic, §Ggreen§g decisions require a province selector, and §Wwhite§g decisions are historical.;;;;;;;;;;;;;;
revanchism;§WRevanchism;Revanchisme;Revanchismus;;Revanchismo;;;;;;;;;x;
modern_metallurgy;Modern Metallurgy;;;;;;;;;;;;;;
modern_infrastructure;Modern Infrastructure;;;;;;;;;;;;;;
modern_chemistry;Modern Chemistry;;;;;;;;;;;;;;
pharmaceuticals;Pharmaceuticals;;;;;;;;;;;;;;
pharmaceuticals_desc;The advancement of medicine has led to the development of proper pharmaceuticals, especially those using opiates, as a method of medical treatment replacing more traditional methods.;;;;;;;;;;;;;;;;;;;;;;;;;
pharmaceutical_plant;Pharmaceutical Plant;;;;;;;;;x;;;;
pharmaceutical_plant_desc;This plant creates modern medicines by synthesizing new chemical compounds from opium.;;;;;;;;;x;;;;
cigarettes;Cigarettes;;;;;;;;;x;;;;
cigarette_factory;Cigarette Factory;;;;;;;;;x;;;;
cigarette_factory_desc;This factory rolls tobacco leaves into paper to create cigarettes.;;;;;;;;;x;;;;
tea_leaves;Tea Leaves;;;;;;;;;x;;;;
tea_packaging_factory;Tea Packing Factory;;;;;;;;;x;;;;
tea_packaging_factory_desc;This factory dries tea leaves and packs them into bags.;;;;;;;;;x;;;;
coffee_beans;Coffee Beans;;;;;;;;;x;;;;
coffee_packaging_factory;Coffee Packing Factory;;;;;;;;;x;;;;
coffee_packaging_factory_desc;This factory grinds coffee beans and packs them into cans.;;;;;;;;;x;;;;
smokeless_powder;Smokeless Powder;;;;;;;;;x;;;;
smokeless_powder_desc;Smokeless powder is the name given to a number of propellants used in firearms and artillery that produce negligible smoke when fired. It has several advantages over traditional gunpowder such as increased muzzle velocity, decreased barrel corrosion, and less smoke produced when fired. These advantages combined with the cheaper costs of manufacturing smokeless powder led to it replacing black powder in military and industrial use.
synthetic_rubber_factory;Synthetic Rubber Factory;;;;;;;;;x;;;;
synthetic_rubber_factory_desc;Synthetic rubber, like other polymers, is made from various petroleum-based monomers. A mixture of coal and oil is added together and then refined to produce the flammable hydrocarbon naphtha, which is then combined with natural gas to produce monomers. Chemical additives bond together with the monomers to form chains of polymers and the resulting product then undergoes vulcanisation in order to produce synthetic rubber.;;;;;;;;;x;;;;
synthetic_nitrate_factory;Synthetic Nitrate Factory;;;;;;;;;x;;;;
synthetic_nitrate_factory_desc;The Haber–Bosch process, is an artificial nitrogen fixation process and is the main industrial procedure for the production of ammonia today. The process converts atmospheric nitrogen (N2) to ammonia (NH3) by a reaction with hydrogen (H2) using a metal catalyst under high temperatures and pressures.;;;;;;;;;x;;;;
haber_bosch_process;Haber–Bosch Process;;;;;;;;;;x;;;;
haber_bosch_process_desc;The Haber–Bosch process, is an artificial nitrogen fixation process and is the main industrial procedure for the production of ammonia today. The process converts atmospheric nitrogen (N2) to ammonia (NH3) by a reaction with hydrogen (H2) using a metal catalyst under high temperatures and pressures.;;;;;;;;;x;;;;
portland_cement;Portland Cement;;;;;;;;;;;;;;
portland_cement_desc;Portland cement is the most common type of cement in general use around the world as a basic ingredient of concrete, mortar, stucco, and non-specialty grout. It was developed from other types of hydraulic lime in England in the early 19th century by Joseph Aspdin, and usually originates from limestone.;;;;;;;;;;;;;;
rotary_kiln;Rotary Kiln;;;;;;;;;;;;;;
rotary_kiln_desc;A rotary kiln is a pyroprocessing device used to raise materials to a high temperature (calcination) in a continuous process. The earliest successful rotary kilns were developed in Pennsylvania around 1890, and were about 1.5 m in diameter and 15 m in length. Such a kiln made about 20 tonnes of cement per day.;;;;;;;;;;;;;;
starting_healthcare;;;;;;;;;;x;;;;
PNJ;Sikh Empire;Pendjab;Pundschab;;Punjab;;;;;;;;;x;;;;
PNJ_ADJ;Sikh Empire;Penjabi;Pundschabisch;;Panjab?;;;;;;;;x;;;;
PNJ_conservative;Royal Faction;Faction royale;K?igsfraktion;;Facci? Real;;;;;;;;;x;;;;
PNJ_liberal;The Liberal Faction;Faction lib?ale;Die liberale Fraktion;;La Facci? Liberal;;;;;;;;;x;;;;
PNJ_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facci? Nacionalista;;;;;;;;;x;;;;
PNJ_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facci? Radical;;;;;;;;;x;;;;
PNJ_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facci? Socialista;;;;;;;;;x;;;;
PNJ_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facci? Comunista;;;;;;;;;x;;;;
PNJ_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facci? Fascista;;;;;;;;;x;;;;
PHL;Philippines;Philippines;Philippinen;;Filipinas;;;;;;;;;x
PHL_ADJ;Philippine;Philippine;Philippinisch;;filipina;;;;;;;;;x
PHL_reactionary;Partido Tradicionalista;Partido Tradicionalista;Partido Tradicionalista;;Partido Tradicionalista;;;;;;;;;x
PHL_socialist;Partido Demokratiko;Partido Demokratiko;Partido Demokratiko;;Partido Democrático;;;;;;;;;x
PHL_communist;Partido Komunista;Partido Komunista;Partido Komunista;;Partido Comunista;;;;;;;;;x
PHL_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x
PHL_anarcho_liberal;Partido Libertad;Partido Libertad;Partido Libertad;;Partido Libertad;;;;;;;;;x
PHL_conservative;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;Partido Nacionalista;;;;;;;;;x
PHL_fascist;Partido Fascista;Partido Fascista;Partido Fascista;;Partido Fascista;;;;;;;;;x
PROV313;Oslo;;;;;;;;;;;;;x
PROV3249;Tonghua;;;;;;;;;;;;;x
PROV3250;Jixi;;;;;;;;;;;;;x
PROV3251;Daqing;;;;;;;;;;;;;x
PROV3252;Hulunbuir;;;;;;;;;;;;;x
PROV3253;Chaoyang;;;;;;;;;;;;;x
PROV3254;Qinhuangdao;;;;;;;;;;;;;x
PROV3255;Sumy;;;;;;;;;;;;;x
PROV3256;Rezekne;;;;;;;;;;;;;x
PROV3257;Tongliao;;;;;;;;;;;;;x
AUS_627;Sudetenland;;;;;;;;;;;;;x
AUS_631;Moravia;;;;;;;;;;;;;x
AUS_652;Banat;;;;;;;;;;;;;x
AUS_688;Upper Silesia;;;;;;;;;;;;;x
AUS_633;Slovakia;;;;;;;;;;;;;x
AUS_637;Transcarpathia;;;;;;;;;;;;;x
AUS_702;Lodomeria;;;;;;;;;;;;;x
AUS_704;West Galicia;;;;;;;;;;;;;x
AUS_705;East Galicia;;;;;;;;;;;;;x
AUS_729;Veneto;;;;;;;;;;;;;x
AUS_736;Fruili;;;;;;;;;;;;;x
AUS_770;Istria;;;;;;;;;;;;;x
AUS_950;Carpathian Galacia;;;;;;;;;;;;;x
GER_533;Heligoland;;;;;;;;;;;;;x
BAV_595;Upper Palatinate;;;;;;;;;;;;;x
BAV_596;Franconia;;;;;;;;;;;;;x
BAV_599;Upper Bavaria;;;;;;;;;;;;;x
BAV_600;Lower Bavaria;;;;;;;;;;;;;x
PRU_370;Schleswig;;;;;;;;;;;;;x
PRU_544;Mecklenburg;;;;;;;;;;;;;x
PRU_547;Pommern;;;;;;;;;;;;;x
PRU_546;Stettin;;;;;;;;;;;;;x
PRU_572;Palatinate;;;;;;;;;;;;;x
PRU_575;West Rhineland;;;;;;;;;;;;;x
PRU_578;East Rhineland;;;;;;;;;;;;;x
PRU_682;Lower Silesia;;;;;;;;;;;;;x
SAX_558;Saxony;;;;;;;;;;;;;x
SAX_561;Thuringia;;;;;;;;;;;;;x
MEC_544;Holstein;;;;;;;;;;;;;x
HAN_538;Westhannover;;;;;;;;;;;;;x
FRA_415;Amiens;;;;;;;;;;;;;x
FRA_473;Corsica;;;;;;;;;;;;;x
JAN_3246;Jan Mayen;;;;;;;;;;;;;x
PER_1142;Laristan-Sistan;;;;;;;;;;;;;x
PER_1144;Sistan;;;;;;;;;;;;;x
JAP_1638;Chugoku;;;;;;;;;;;;;x
JAP_1665;Shikoku;;;;;;;;;;;;;x
JAP_1659;Kyoto;;;;;;;;;;;;;x
JAP_1677;Nagano;;;;;;;;;;;;;x
JAP_1955;Osaka;;;;;;;;;;;;;x
JAP_1956;Nara;;;;;;;;;;;;;x
JAP_1669;Fukushima;;;;;;;;;;;;;x
JAP_1645;Urawa;;;;;;;;;;;;;x
JAP_1661;Nagasaki;;;;;;;;;;;;;x
JAP_1662;Kagoshima;;;;;;;;;;;;;x
CHI_1472;North Anhui;;;;;;;;;;;;;x
CHI_1473;South Anhui;;;;;;;;;;;;;x
CHI_1487;East Canton;;;;;;;;;;;;;x
CHI_1499;West Canton;;;;;;;;;;;;;x
CHI_1508;East Henan;;;;;;;;;;;;;x
CHI_1511;West Henan;;;;;;;;;;;;;x
CHI_1527;South Hunan;;;;;;;;;;;;;x
CHI_1529;North Hunan;;;;;;;;;;;;;x
CHI_1537;Changzhou;;;;;;;;;;;;;x
CHI_1538;Shanghai;;;;;;;;;;;;;x
CHI_1539;Zhejiang;;;;;;;;;;;;;x
CHI_1542;North Jiangsu;;;;;;;;;;;;;x
CHI_1545;North Jiangxi;;;;;;;;;;;;;x
CHI_1547;South Jiangxi;;;;;;;;;;;;;x
CHI_1553;North Manchuria;;;;;;;;;;;;;x
CHI_1555;South Manchuria;;;;;;;;;;;;;x
CHI_1565;Shangdong;;;;;;;;;;;;;x
CHI_1577;Chongqing;;;;;;;;;;;;;x
CHI_1607;Fujian;;;;;;;;;;;;;x
CHI_1613;North Zhili;;;;;;;;;;;;;x
CHI_1614;South Zhili;;;;;;;;;;;;;x
CHI_1618;Beijing;;;;;;;;;;;;;x
CHI_1603;Guizhou;;;;;;;;;;;;;x
CHI_2221;South Jiangsu;;;;;;;;;;;;;x
CHI_1481;Port Arthur;;;;;;;;;;;;;x
CHI_1566;Qingdao;;;;;;;;;;;;;x
CHI_1569;Weihaiwei;;;;;;;;;;;;;x
BEL_387;Brabant;;;;;;;;;;;;;x
BEL_388;Vlaanderen;;;;;;;;;;;;;x
TUR_873;Konya;;;;;;;;;;;;;x
TUR_876;Ankara;;;;;;;;;;;;;x
TUR_821;Macedonia;;;;;;;;;;;;;x
ARA_1157;Arabia;;;;;;;;;;;;;x
ARA_1173;Arabian Coast;;;;;;;;;;;;;x
TUR_879;Sivas;;;;;;;;;;;;;x
TUR_894;Adana;;;;;;;;;;;;;x
ARG_2392;Patagonia;;;;;;;;;;;;;x
UBP_349;Baltic States;;;;;;;;;;;;;x
RUS_962;Poltava;;;;;;;;;;;;;x
RUS_1012;Ryazan;;;;;;;;;;;;;x
RUS_1014;Bryansk;;;;;;;;;;;;;x
RUS_1019;Voronets;;;;;;;;;;;;;x
RUS_1020;Nizhni Novgorod;;;;;;;;;;;;;x
RUS_1025;Tartaria;;;;;;;;;;;;;x
RUS_1028;Kazan;;;;;;;;;;;;;x
RUS_1035;Kirov;;;;;;;;;;;;;x
JAV_1413;West Java;;;;;;;;;;;;;x
JAV_1418;East Java;;;;;;;;;;;;;x
FRA_1097;New Caledonia;;;;;;;;;;;;;x
FRA_801;Taihiti;;;;;;;;;;;;;x
PAP_749;Lazio;;;;;;;;;;;;;x
PAP_752;Abruzzo;;;;;;;;;;;;;x
SIC_753;Molise;;;;;;;;;;;;;x
SIC_754;Campania;;;;;;;;;;;;;x
SIC_755;Brasilicata;;;;;;;;;;;;;x
SIC_756;Apulia;;;;;;;;;;;;;x
SIC_759;Calabria;;;;;;;;;;;;;x
SPA_517;Gibraltar;;;;;;;;;;;;;x
ENG_258;Connacht;;;;;;;;;;;;;x
ENG_263;Leinster;;;;;;;;;;;;;x
ENG_280;Yorkshire;;;;;;;;;;;;;x
ENG_284;West Midlands;;;;;;;;;;;;;x
ENG_288;East Midlands;;;;;;;;;;;;;x
ENG_294;South East England;;;;;;;;;;;;;x
ENG_300;London;;;;;;;;;;;;;x
ENG_1236;Western United Provinces;;;;;;;;;;;;;x
ENG_1243;Eastern United Provinces;;;;;;;;;;;;;x
MOL_662;Bukovina;;;;;;;;;;;;;x
EGY_1745;Lower Egypt;;;;;;;;;;;;;x
EGY_1750;Alexandria;;;;;;;;;;;;;x
TON_2540;Tonga;;;;;;;;;;;;;x
movement_universal_health_care;Universal Health Care Movement;;;;;;;;;;;;;x
negotiated_transfer;Negotiated Transfer;;;;;;;;;;;;x
negotiated_transfer_desc;Transfer a state or colonial region to another country with no effect on infamy, prestige, or jingoism;;;;;;;;;;;;x
negotiated_transfer_short;$RECIPIENT$ receives $STATE$ from us;;;;;;;;;;;;;x
negotiated_transfer_setup;Transfer $STATE$ from our country to $RECIPIENT$;;;;;;;;;;;;x
NORMAL_WAR_NEGOTIATE_NAME;$ORDER$$SECOND$ Transfer of $STATE$ to $FIRST_COUNTRY$;;;;;;;;;;;;x
AGRESSION_WAR_NEGOTIATE_NAME;$ORDER$$SECOND$ Transfer of $STATE$ to $FIRST_COUNTRY$;;;;;;;;;;;;x
allied_great_war_demands;Unconditional Surrender;;;;;;;;;;;;x
allied_great_war_demands_desc;Dismantle Central Powers;;;;;;;;;;;;x
allied_great_war_demands_short;Dismantle Central Powers;;;;;;;;;;;;;x
allied_great_war_demands_setup;Dismantle Central Powers;;;;;;;;;;;;x
central_great_war_demands;Unconditional Surrender;;;;;;;;;;;;x
central_great_war_demands_desc;Dismantle Allied Powers;;;;;;;;;;;;x
central_great_war_demands_short;Dismantle Allied Powers;;;;;;;;;;;;;x
central_great_war_demands_setup;Dismantle Allied Powers;;;;;;;;;;;;x
NORMAL_GREAT_WAR_NAME;War of Austro-Hungarian Aggression;;;;;;;;;;;;x
AGRESSION_GREAT_WAR_NAME;War of Austro-Hungarian Aggression;;;;;;;;;;;;x
acquire_state_desc;Aquire an enemy §Ystate§W with between 150K and 4M population;;;;;;;;;;;;;;;;x
acquire_all_cores;Liberate all cores;;;;;;;;;;;;;x
acquire_all_cores_desc;Liberate your country from its oppressors;;;;;;;;;;;;;x
acquire_all_cores_setup;Acquires $STATE$;;;;;;;;;;;;;x
acquire_all_cores_short;Acquires $STATE$;;;;;;;;;;;;;x
acquire_small_state;Acquire small state;;;;;;;;;;;;;x
acquire_small_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
acquire_small_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_small_state_desc;Take a state with less than 150K population;;;;;;;;;;;;;x
acquire_massive_state;Acquire massive state;;;;;;;;;;;;;x
acquire_massive_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
acquire_massive_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_massive_state_desc;Take a state with greater than 4M population.;;;;;;;;;;;;;x
acquire_siberian_state;Acquire siberian state;;;;;;;;;;;;;x
acquire_siberian_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
acquire_siberian_state_short;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_siberian_state_desc;Take a siberian state for half the warscore of a normal state.;;;;;;;;;;;;;x
chinese_civil_war;Restore Order;;;;;;;;;;;;;x
chinese_civil_war_setup;Annex $RECIPIENT$;;;;;;;;;;;;;x
chinese_civil_war_short;Annex $RECIPIENT$;;;;;;;;;;;;;x
chinese_civil_war_desc;Annex a foreign §Ycountry§W all provinces of which are your cores.;;;;;;;;;;;;;x
chinese_civil_war_acquire_state;Acquire core;;;;;;;;;;;;;x
chinese_civil_war_acquire_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
chinese_civil_war_acquire_state_short;Acquire core $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
chinese_civil_war_acquire_state_desc;Aquire an enemy §Ystate§W where we have §Ycore provinces§W;;;;;;;;;;;;;x
african_acquire_african_state;Acquire Sub-Saharan State;;;;;;;;;;;;;x
african_acquire_african_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
african_acquire_african_state_short;Acquire $STATE$;;;;;;;;;;;;;x
african_acquire_african_state_desc;Only Sub-Saharan countries can use this cb to take land against other Sub-Saharan countries.;;;;;;;;;;;;;x
european_acquire_african_state;Scramble for Africa;;;;;;;;;;;;;x
european_acquire_african_state_setup;Acquire $STATE$;;;;;;;;;;;;;x
european_acquire_african_state_short;Acquire $STATE$;;;;;;;;;;;;;x
european_acquire_african_state_desc;Take an uncivilized Sub-Saharan African state with greatly reduced infamy costs.;;;;;;;;;;;;;x
NORMAL_WAR_FORALLIES_NAME;$ORDER$$FIRST$ Conquest of $STATE$ for $COUNTRY$;;;;;;;;;;;;x
AGRESSION_WAR_FORALLIES_NAME;$ORDER$$FIRST$ Conquest of $STATE$ for $COUNTRY$;;;;;;;;;;;;x
demand_for_ally;Demand for ally;;;;;;;;;;;;;x
demand_for_ally_setup;Transfer $STATE$;;;;;;;;;;;;;x
demand_for_ally_short;Transfer $STATE$;;;;;;;;;;;;;x
demand_for_ally_desc;Demand a state for another nation.;;;;;;;;;;;;;x
take_capital;Take Capital;;;;;;;;;;;;;x
take_capital_setup;Take capital;;;;;;;;;;;;;x
take_capital_short;Take capital of $RECIPIENT$;;;;;;;;;;;;;x
take_capital_desc;Take the capital state of a country;;;;;;;;;;;;;x
conquest_small;Minor Conquest;;;;;;;;;;;;;x
conquest_small_setup;Minor Conquest;;;;;;;;;;;;;x
conquest_small_short;Minor Conquest;;;;;;;;;;;;;x
conquest_small_desc;Annex a nation with less than 400k POPs;;;;;;;;;;;;;x
conquest_tiny;Tiny Conquest;;;;;;;;;;;;;x
conquest_tiny_setup;Tiny Conquest;;;;;;;;;;;;;x
conquest_tiny_short;Tiny Conquest;;;;;;;;;;;;;x
conquest_tiny_desc;Annex a nation with less than 150k POPs;;;;;;;;;;;;;x
african_conquest;Sub-Saharan Conquest;;;;;;;;;;;;;x
african_conquest;Sub-Saharan Conquest;;;;;;;;;;;;;x
african_conquest_short;Sub-Saharan Conquest;;;;;;;;;;;;;x
african_conquest_desc;Only Sub-Saharan countries can use this cb to annex other Sub-Saharan countries.;;;;;;;;;;;;;x
european_african_conquest;Scramble for Africa Conquest;;;;;;;;;;;;;x
european_african_conquest_setup;Scramble for Africa Conquest;;;;;;;;;;;;;x
european_african_conquest_short;Scramble for Africa Conquest;;;;;;;;;;;;;x
european_african_conquest_desc;Annex an uncivilized Sub-Saharan African country with greatly reduced infamy costs.;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli;Demand Chinese Concession;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli_setup;Demand Chinese Concession;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli_short;Demand Chinese Concession;;;;;;;;;;;;;x
demand_chinese_concession_casus_belli_description;Take a colonial state in Formosa, Hong Kong, Manchuria, Tibet, or Xinjiang;;;;;;;;;;;;;x
opium_war;Opium War;;;;;;;;;;;;;x
opium_war_setup;Force an unequal treaty.;;;;;;;;;;;;;x
opium_war_short;Force an unequal treaty.;;;;;;;;;;;;;x
opium_war_desc;This cb will give us the "Unequal Chinese Treaty" modifier that gives +10% tax efficiency while giving China the "Opium Addiction" modifier. If China owns Hong Kong they will also be forced to cede that province to us.;;;;;;;;;;;;;x
NORMAL_OPIUM_WAR_NAME;$ORDER$$FIRST$-$SECOND$ Opium War;;;;;;;;;;;;;;;;;;;;x
AGRESSION_OPIUM_WAR_NAME;$ORDER$$FIRST$-$SECOND$ Opium War;;;;;;;;;;;;;;;;;;;;x
blockade;Blockade;;;;;;;;;;;;;;;;;;;;x
blockade_setup;Setup a blockade around country and prevent it from getting immigrants.;;;;;;;;;;;;;;;;;;;;x
blockade_short;Setup a blockade around country and prevent it from getting immigrants.;;;;;;;;;;;;;;;;;;;;x
blockade_desc;This cb adds a negative modifier to immigrant attraction to the target nation.;;;;;;;;;;;;;;;;;;;;x
blockaded;Blockaded;;;;;;;;;;;;;;;;;;;;x
blockaded_desc;Immigrants are unable to reach our shores due to the ongoing blockade.;;;;;;;;;;;;;;;;;;;;x
NORMAL_WAR_BLOCKADE_NAME;$ORDER$$FIRST$ Blockade of $SECOND$;;;;;;;;;;;;;;;;;;;;x
AGRESSION_WAR_BLOCKADE_NAME;$ORDER$$FIRST$ Blockade of $SECOND$;;;;;;;;;;;;;;;;;;;;x
free_balkans;Liberate the Balkans;;;;;;;;;;;;;x
free_balkans_setup;Liberate the Balkans.;;;;;;;;;;;;;x
free_balkans_short;Liberate the Balkans.;;;;;;;;;;;;;x
free_balkans_desc;This cb will liberate the territoties Bulgaria, Romania, and Serbia from the Ottoman Empire.;;;;;;;;;;;;;x
NORMAL_FREE_BALKANS_NAME;Russo-Turkish War;;;;;;;;;;;;;;;;;;;;x,,,
AGRESSION_FREE_BALKANS_NAME;Balkan War;;;;;;;;;;;;;;;;;;;;x,,,
demand_reparations_desc;Force another §Ycountry§W to pay reparations to us;;;;;;;;;;;;;x
demand_reparations;Demand Reparations;;;;;;;;;;;;;x
demand_reparations_short;Make $RECIPIENT$ pay reparations;;;;;;;;;;;;;x
demand_reparations_setup;Make $RECIPIENT$ pay reparations;;;;;;;;;;;;;x
tiny_nation;Tiny Nation;;;;;;;;;;;;;x
small_nation;Small Nation;;;;;;;;;;;;;x
medium_nation;Medium Nation;;;;;;;;;;;;;x
average_nation_tariffs;Average Nation Tariff Cap;;;;;;;;;;;;;x
large_nation;Large Nation;;;;;;;;;;;;;x
large_nation_tariffs;Large Nation Tariff Cap;;;;;;;;;;;;;x
empire;Empire;;;;;;;;;;;;;x
empire_tariffs;Empire Tariff Cap;;;;;;;;;;;;;x
superpower;Superpower;;;;;;;;;;;;;x
superpower_tariffs;Superpower Tariff Cap;;;;;;;;;;;;;x
hegemon;Hegemon;;;;;;;;;;;;;x
hegemon_tariffs;Hegemon Tariff Cap;;;;;;;;;;;;;x
sphereling_tax_bonus;Sphereling Tax Buff;;;;;;;;;;;;;x
great_power_immigration;GP Immigration Attract Bonus;;;;;;;;;;;;;x
save_the_nation0.5;Revanchism;;;;;;;;;;;;;x
save_the_nation1;Revanchism;;;;;;;;;;;;;x
save_the_nation1.5;Revanchism;;;;;;;;;;;;;x
save_the_nation2;Revanchism;;;;;;;;;;;;;x
save_the_nation2.5;Revanchism;;;;;;;;;;;;;x
save_the_nation3;Revanchism;;;;;;;;;;;;;x
save_the_nation3.5;Revanchism;;;;;;;;;;;;;x
save_the_nation4;Revanchism;;;;;;;;;;;;;x
save_the_nation4.5;Revanchism;;;;;;;;;;;;;x
save_the_nation5;Revanchism;;;;;;;;;;;;;x
save_the_nation0.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation1_china;Revanchism;;;;;;;;;;;;;x
save_the_nation1.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation2_china;Revanchism;;;;;;;;;;;;;x
save_the_nation2.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation3_china;Revanchism;;;;;;;;;;;;;x
save_the_nation3.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation4_china;Revanchism;;;;;;;;;;;;;x
save_the_nation4.5_china;Revanchism;;;;;;;;;;;;;x
save_the_nation5_china;Revanchism;;;;;;;;;;;;;x
one_year_draft;One Year Draft;;;;;;;;;;;;;x
two_year_draft;Two Year Draft;;;;;;;;;;;;;x
four_year_draft;Four Year Draft;;;;;;;;;;;;;x
mandatory_service;Mandatory Service;;;;;;;;;;;;;x
regionalism;Regionalism;;;;;;;;;;;;;x
totalitarianism;Totalitarianism;;;;;;;;;;;;;x
confederalism;Confederalism;;;;;;;;;;;;;x
one_year_draft_china;One Year Draft;;;;;;;;;;;;;x
two_year_draft_china;Two Year Draft;;;;;;;;;;;;;x
four_year_draft_china;Four Year Draft;;;;;;;;;;;;;x
mandatory_service_china;Mandatory Service;;;;;;;;;;;;;x
regionalism_china;Regionalism;;;;;;;;;;;;;x
totalitarianism_china;Totalitarianism;;;;;;;;;;;;;x
confederalism_china;Confederalism;;;;;;;;;;;;;x
mob1;Levée en Masse §G+2 Mob Size;;;;;;;;;;;;;x
mob1_desc;A French term used for a policy of mass national conscription, often in the face of invasion. The concept originated during the French Revolutionary Wars where it formed an integral part of the creation of national identity, making it distinct from forms of conscription which had existed before this date. 
mob2;Mobilization Time Tables §G+1 Mob Size;;;;;;;;;;;;;x
mob2_desc;By pre-planning mobilization, all reserve units had set mobilization areas and time tables for getting equipment, boarding trains, and frontal marching routes. This sped up the mobilization vastly.;;;;;;;;;;;;;x
mob3;Personnel Category Tables §G+1 Mob Size;;;;;;;;;;;;;x
mob3_desc;These tables categorized tasks, position, etc. so that it was easy in peace time to place personnel into combat formations. During mobilization the process was sped up as it was easy to know which soldier was to go to what company.;;;;;;;;;;;;;x
mob4;Staff Command Support §G+1 Mob Size;;;;;;;;;;;;;x
mob4_desc;The introduction of working staffs at lower echelon units was a spin off from having an effective and functional General Staff. Soon all units had staffs that supported their leaders.;;;;;;;;;;;;;x
mob5;Railroad Transport Groups §G+2 Mob Size;;;;;;;;;;;;;x
mob5_desc;At this point specialists formed certain groups that serviced specialized railroad units. These could quickly load and reload trains and service the full movement of army units.;;;;;;;;;;;;;x
mob1_trigger;Levée en Masse;;;;;;;;;;;;;x
mob2_trigger;Mobilization Time Tables;;;;;;;;;;;;;x
mob3_trigger;Personnel Category Tables;;;;;;;;;;;;;x
mob4_trigger;Staff Command Support;;;;;;;;;;;;;x
mob5_trigger;Railroad Transport Groups;;;;;;;;;;;;;x
mob1_china_trigger;Levée en Masse;;;;;;;;;;;;;x
mob2_china_trigger;Mobilization Time Tables;;;;;;;;;;;;;x
mob3_china_trigger;Personnel Category Tables;;;;;;;;;;;;;x
mob4_china_trigger;Staff Command Support;;;;;;;;;;;;;x
mob5_china_trigger;Railroad Transport Groups;;;;;;;;;;;;;x
taxation_1890;Midgame Taxation Cap;;;;;;;;;;;;;x
non_free_trade_tariffs_1890;Protectionism Midagme Tariff Cap;;;;;;;;;;;;;x
free_trade_tariffs_1890;Free Trade Midagme Tariff Cap;;;;;;;;;;;;;x
taxation_1910;Lategame Taxation Cap;;;;;;;;;;;;;x
non_free_trade_tariffs_1910;Protectionism Lategame Tariff Cap;;;;;;;;;;;;;x
free_trade_tariffs_1910;Free Trade Lategame Tariff Cap;;;;;;;;;;;;;x
administrative_points;Administrative Points;;;;;;;;;x;;;;
province_selector;Province Selector;;;;;;;;;;;;;;;;;;;;;;;;;;;x
PS_unlocked;PS Building Unlocked;;;;;;;;;;;;;x
PS_unlocked_desc;You can now build Province Selector buildings.;;;;;;;;;;;;;x
switch_to_traditional_academic_title;§YRestore The Academia;Rétablir l'académie;Akademische Ausrichtung wiederherstellen;;Restauración de la academia;;;;;;;;;x
switch_to_army_tech_title;§YMilitary-Industrial Complex;Complexe militaro-industriel;Militärisch-industrieller Komplex;;Complejo industrial militar;;;;;;;;;x
switch_to_navy_tech_title;§YSea power & The Merchant Marine;Puissance maritime & marine marchande;Seemacht & die Handelsmarine;;El Poder marítimo y la Marina Mercante;;;;;;;;;x
switch_to_culture_tech_title;§YAvantgarde Intelligentsia;Intelligentsia d'avant-garde;Avantgardistische Intelligentsia;;Intelectualidad de vanguardia;;;;;;;;;x
switch_to_trade_tech_title;§YTycoon Capitalism & Business Schools;Capitalisme poussé et écoles commerciales;Magnats-Kapitalismus & Kaufmannsschulen;;Escuelas de negocios y magnates del Capitalismo;;;;;;;;;x
switch_to_industry_tech_title;§YCorporative Industrialism;Industrialisme corporatif;Kooperativer Industrialismus;;Industrialismo corporativo;;;;;;;;;x
z1manage_grants_title;§YManage Grants;;;;;;;;;;;;;x
