EVTOPTA91003;Got it.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91003;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91004;Tutorial: Research & Literacy;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91004;Daily research points from average literacy was reduced and a new category of reforms called Research & Development was added that gives +0.2 RPs and -1% tax efficiency per level. There are 10 levels of R&D reforms and each level requires an additional 10% average literacy to pass. R&D reforms can be raised or lowered instantly and without cost via decision. At the beginning of every year, POPs with over 10% literacy will lose literacy  at a rate of 0.1% for every 10 literacy, so a POP with 50% literacy will lose 0.5% and a POP with 100% literacy will lose 1%. The max base cap for clergymen is 2% and is increased by 0.5% per school reform level, up to a max of 4%.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91004;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91004;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91005;Tutorial: Colonial Policy;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91005;A POP's chance to migrate to a colony is now calculated based on the new Colonial Migration reform, which can be raised or lowered at any time via decision. POPs migrating to the colonies will not migrate to states with the §RIndirect Rule§b modifier and only move to states with the §GSettlement§b modifier. §GSettlement§b is denoted in the province window by a new settler icon and §RIndirect Rule§b is denoted by a blacked out settler icon. These two province modifiers can be swapped at any time by building a province selector in the target colonial state and enacting the §BColonial Policy§b decision.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91005;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91005;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91006;Tutorial: Generals;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91006;Negative general traits have been removed and the cost of recruiting generals has been increased from 20 to 40. A general's attack and defence stats are now clearly displayed in the general selection boxes and they are color coded with the following values: +1 is black, +2 is §Bblue§b, +3 is §Ggreen§b, +4 is §Rred§b, and +5 is §Wwhite§b. Literacy, country size, and national ideas now also factor into leadership point generation.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91006;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91006;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91007;Tutorial: Revanchism;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91007;Every 5 points of revanchism now increases both your mobilization pool and maximum solder cap in cored states by 0.5%, capped up to 5% each. Your country gains revanchism by losing core territory, and it is calculated by number of provinces lost not by population lost. You can view your current revanchism by looking in the political tab next to your government type.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91007;Got it.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91007;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91008;Tutorial: POP promotion;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91008;POP promotion factors and national focus bonuses has been split up into 3 tiers. Large states between 2M and 4M population have roughly 2/3rd the promotion rate as normal states, and massive states over 4M population have roughly 1/3rd the promotion rate as normal states. States have been redrawn such that no state outside of China and India will have over 2M population before the very late game.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91008;Got it.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91008;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91009;Tutorial: Healthcare;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91009;Healthcare reforms are time locked, require certain techs to pass, and they have to be funded via the social spending slider in order to get the bonus. You get no pop growth benefit just by passing the reform, in order to receive the benefits of the reform you must have your social spending slider set to the minimum amount listed in the reform. The money spent on healthcare counts as income for POPs and is taxed just like any other income.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91009;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91009;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91010;Tutorial: The Economy;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91010;A number of small changes have been made in an effort to balance the in-game economy and lessen the frequency of economic crashes. New factory goods have been introduced and POP needs have been rebalanced to make normally useless goods more important. RGO outputs and factory inputs/outputs have all been tweaked for more even distribution of goods. A world bank has been implemented that prevents the prices of RGO goods from crashing by buying some of the unsold resources in the world market. The world bank will always be in last place in the rankings which puts it last on the buy order.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91010;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91010;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91011;Tutorial: Protip;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91011;The first thing you should research is your first national idea tech in the commerce tab. Use the pass reform decision to increase school reform if you have low literacy. Max out national admin efficiency by promoting bureaucrats in your largest accepted culture POP states. Tariff efficiency, building costs, POP promotion, and half the crime fighting rate are based off your national admin efficiency. National admin efficiency does not take into account where the bureaucrats are located, so you can increase bureaucrats in your biggest state with accepted culture POPs above 1% in order to max out national admin efficiency. State admin efficiency is different from national admin efficiency and does not have any affect on POP promotion rates, tariffs, or taxes.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91011;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91011;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91051;The Great War;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91051;Welcome to the Great War bookmark of Victoria Universalis. Due to the inability to have the AI join wars that are already underway or merge wars via event, this scenario starts with all European participants already at war from the start. If a participant in the Great War other than the UK or Germany sues for a separate peace, that counts as a loss for said country and their surrender event will trigger. Surrender events are scripted and will result in the same exchange of territories each time. If a country other than Russia separately surrenders and their side still goes on to win the Great War, they will recoup some of the territory they lost when they separately surrendered.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91051;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91327;Crisis Selection;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91327;This mod enables the player to enable or disable crises in a campaign. In a multiplayer game, crises will be disabled if a single person picks the disable option, even if everyone else picked enable.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91327;Enable Crises;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91327;Disable Crises;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1150;Gold Mine Exhausted;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC1150;The gold mines of $PROVINCE$ have been emptied and the locals have turned to other means to make a living.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA1150;It was good while it lasted.;;;;;;;;;;;;;;;;;;;;;;;x
end_goldrush;Gold Rush Recently Ended;;;;;;;;;;;;;x
EVTNAME91302;Colonial Liferating Normalization;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91302;We are introducing new agricultural techniques and modern medicine to these barren wastelands. The local population growth is expected to rise to civilized standards.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91302;Great!;;;;;;;;;;;;;;;;;;;;;;;x
release_vassals_title;§YManage Vassals;;;;;;;;;;;;;;;;;;;;;;;x
release_vassals_desc;Trigger an event for each vassal which then triggers an event from them to us in which we can decide to free them or not.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91306;Manage Vassals;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91306;Trigger an event for each vassal which then triggers an event from them to us in which we can decide to free them or not.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91306;Make each vassal send an event to us that lets use choose to free them or not.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91306;Do nothing.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91307;Freedom?;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91307;Our overlord is considering granting us our freedom.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91307;One can only hope.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91308;$FROMCOUNTRY$ Requests Independence;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91308;We can grant independence to $FROMCOUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91308;Let them be free.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91308;Don't let them be free.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91308;Geneva Convention Signed;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91308;The geneva convention military hospital and infamy modifiers will be added to your country now;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91308;Ok.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME31509;Hungarian Revolution of $YEAR$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC31509;The Hungarian Diet has grown increasingly independent of Austrian rule in recent years. Field Marshall Count Franz Philipp von Lamberg was sent to Hungary to take personal control over their armies, but was attacked upon his arrival. In response, the Austrian government ordered the Hungarian Diet dissolved and the Ban of Croatia installed in Lamberg's place. The Hungarians have refused to obey, and thus we now face civil war to maintain the integrity of the empire.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA31509;We will restore order!;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME32512;The Polish Uprising of $YEAR$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC32512;After the latest war our subjects in Poland and other parts of our empire began to grow restless. The uprising began as a spontaneous protest by young Poles against conscription into the $COUNTRY_ADJ$ Army. It was soon joined by high-ranking Polish-Lithuanian officers and various politicians. In Warsaw alone 116 demonstrations were held in $YEAR$. Much of these manifestations in ended in clashes with the $COUNTRY_ADJ$ Army. In spite of $COUNTRY_ADJ$ police interference, a symbolic meeting of hymn-singing Poles and Lithuanians took place on the bridge across an important River. The crowds sang "God protect Poland" in Lithuanian and Belarusian. Earlier in $YEAR$ the $COUNTRY_ADJ$ government introduced a state of emergency in Kovno and Grodno as well as several other Polish-majority provinces. Public gatherings were banned and some public leaders were declared outlaws. The situation threatens to break down in anarchy.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA32512;Suppress them immediately.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME33006;German Liferating Normalization;;;;;;;;;;;;x
EVTDESC33006;The German population explosion has ended.;;;;;;;;;;;;x
EVTOPTA33006;It couldn't last forever.;;;;;;;;;;;;x
EVTNAME33007;Bismarck's Reforms;;;;;;;;;;;;x
EVTDESC33007;Worried by the growth of the socialist movement, Bismarck instituted the Anti-Socialist Laws in 1878. Socialist organizations and meetings were forbidden - except the SPD, which was allowed to take part in the elections - as was the circulation of socialist literature. Despite these efforts, the socialist movement steadily gained supporters and seats in the Reichstag. Bismarck's strategy in the 1880s was to win the workers over for the conservative regime by implementing social benefits. He added accident and old-age insurance as well as a form of socialized medicine.;;;;;;;;;;;;x
EVTOPTA33007;We will fight socialism with socialism.;;;;;;;;;;;;x
EVTNAME37227;Revanchism;;;;;;;;;;;;x
EVTDESC37227;There is much anger and resentment over the loss of Alsace Lorraine. Men are enlisting in droves for the chance to seek vengeance on our foes.;;;;;;;;;;;;x
EVTOPTA37227;We will reclaim our rightful lands!;;;;;;;;;;;;x
EVTNAME37228;The Third Republic;;;;;;;;;;;;x
EVTDESC37228;Greivances against Napoleon III over his mishandling of the recent war and suppression of his political opponents has reached a boiling point. The National Assembly has voted to overthrow Napoleon and establish a constitutional republic to govern France.;;;;;;;;;;;;x
EVTOPTA37228;Vive la France!;;;;;;;;;;;;x
proclaim_second_empire_title;Proclaim Second French Empire;;;;;;;;;;;;x
proclaim_second_empire_desc;As Louis Napoleon grasped dictatorial power and introduced a harsh constitution he took the next step and held a referendum for the reintroduction of the Empire. Nearly 8 million Frenchmen voted yes and he became French Emperor under the name Napoleon III.;;;;;;;;;;;;x
EVTNAME90810;The Warlord Era;;;;;;;;;;;;x
EVTDESC90810;Resistance against the $CAPITAL$ government has culminated in a breakdown in authority. What began with several of the outlying warlords declaring their independence has ended with the most powerful generals in the Beiyang Army struggling for control. A contest has begun regarding who will control the future of China's destiny, and most are certain it will not be long before the entire nation is engulfed in war.;;;;;;;;;;;;x
EVTOPTA90810;Play as Beiyang China;;;;;;;;;;;;x
EVTOPTB90810;Play as Guangdong Clique;;;;;;;;;;;;x
EVTOPTC90810;Play as Guangxi Clique;;;;;;;;;;;;x
EVTOPTD90810;Play as Yunnan Clique;;;;;;;;;;;;x
EVTOPTE90810;Play as Hunan Clique;;;;;;;;;;;;x
EVTOPTF90810;Play as Anhui Clique;;;;;;;;;;;;x
EVTOPTG90810;Play as Sichuan Clique;;;;;;;;;;;;x
EVTOPTH90810;Play as Ma Clique;;;;;;;;;;;;x
EVTOPTI90810;Play as Shanxi Clique;;;;;;;;;;;;x
EVTNAME90811;Nationalist China;;;;;;;;;;;;x
EVTDESC90811;Now that we control Nanjing, we can declare ourselves to be the true Nationalist Chinese regime and inherit all of their claims.;;;;;;;;;;;;x
EVTOPTA90811;China is ours!;;;;;;;;;;;;x
EVTNAME90812;Beiyang China;;;;;;;;;;;;x
EVTDESC90812;Now that we control Beijing, we can declare ourselves to be the true Chinese regime and inherit all of their claims.;;;;;;;;;;;;x
EVTOPTA90812;China will be ours!;;;;;;;;;;;;x
EVTNAME90813;Move the Capital to Nanjing;;;;;;;;;;;;x
EVTDESC90813;It would be best suited for us to move the capital and new central government to Nanjing.;;;;;;;;;;;;x
EVTOPTA90813;Nanjing will make a fine base of power.;;;;;;;;;;;;x
EVTNAME90814;China United;;;;;;;;;;;;x
EVTDESC90814;With most of China under our control, the other warlords have no choice but to recognize our might and submit to our authority.;;;;;;;;;;;;x
EVTOPTA90814;China is ours!;;;;;;;;;;;;x
EVTNAME90815;China United;;;;;;;;;;;;x
EVTDESC90815;With most of China under the control of one warlord, we have been asked to consider joining the new central government.;;;;;;;;;;;;x
EVTOPTA90815;We surrender.;;;;;;;;;;;;x
EVTOPTB90815;We do not recognize the usurper!;;;;;;;;;;;;x
EVTNAME90819;Yong Ying;;;;;;;;;;;;x
EVTDESC90819;Yong Ying were a type of regional army that emerged in the 19th century in the Qing dynasty army, which fought in most of China's wars after numerous rebellions exposed the ineffectiveness of the regular Qing armies. The new rule "Soldiers followed the general, soldiers belonged to the general", led to decentralization of power and a rise of regional warlords within China.;;;;;;;;;;;;x
EVTOPTA90819;Understood.;;;;;;;;;;;;x
EVTNAME91501;Deciding a Colonial Policy;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC91501;Now that $COUNTRY$ is a colonial power, it is time to decide a policy of how $COUNTRY_ADJ$ colonial lands will be administered. The following options grant increased colonial migration at the cost of tax efficiency.;;;;;;;;;;;;x
EVTOPTA91501;High Colonial Migration: §R-6% tax efficiency.;;;;;;;;;;;;x
EVTOPTB91501;Medium Colonial Migration: §R-4% tax efficiency.;;;;;;;;;;;;x
EVTOPTC91501;Low Colonial Migration: §R-2% tax efficiency.;;;;;;;;;;;;x
EVTOPTD91501;No Colonial Migration.;;;;;;;;;;;;x
EVTNAME91502;Non-Colonial Nation;;;;;;;;;;;;x
EVTDESC91502;Now that $COUNTRY$ is no longer a colonial power, it is time to reform the bureaucracy centered on the $COUNTRY_ADJ$ homeland.;;;;;;;;;;;;x
EVT91502OPTA;Who needs a place in the sun anyways?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_greater_serbia_title;Claim Greater Serbia;;;;;;;;;;;;x
claim_greater_serbia_desc;Now that we have freed our bretheren from the Turks, we can lay claim to the rest of Greater Serbia.;;;;;;;;;;;;x
become_greater_serbia_title;Become Greater Serbia;;;;;;;;;;;;x
become_greater_serbia_desc;We are now in a dominant enough position in to proclaim the Kingdom of Greater Serbia.;;;;;;;;;;;;x
organize_yugoslavia_title;Organize Yugoslavia;;;;;;;;;;;;x
organize_yugoslavia_desc;We can incorporate the territories of Yugoslavia into a single Yugoslavian state.;;;;;;;;;;;;x
podgorica_assembly_title;The Podgorica Assembly;;;;;;;;;;;;x
podgorica_assembly_desc;We have been working on uniting with our Montenegrin brothers ever since our independence. Now that we share a border, this dream can become a reality.;;;;;;;;;;;;x
form_romania_title;Form Romania;;;;;;;;;;;;x
form_romania_desc;Unite the old kingdoms of Wallachia and Moldavia under the new Romanian flag.;;;;;;;;;;;;x
EVTNAME31201;Albanian Uprising;;;;;;;;;;;;x
EVTDESC31201;Surrounded by newly independent countries, Albania has had a surge of ethnic nationalism and now they are demanding independence.;;;;;;;;;;;;x
EVTOPTA31201;Never!;;;;;;;;;;;;x
EVTOPTB31201;There's no point in fighting.;;;;;;;;;;;;x
EVTNAME31202;Victory!;;;;;;;;;;;;x
EVTDESC31202;We have defeated the vile Ottoman scum and reclaimed our ancestral lands. Greece will be great once more!;;;;;;;;;;;;x
EVTOPTA31202;Onwards to Constantinople!;;;;;;;;;;;;x
EVTNAME31203;Greek Resurgence;;;;;;;;;;;;x
EVTDESC31203;The Greek diaspora is returning to our lands in droves and the Turks are leaving either voluntarily or by force.;;;;;;;;;;;;x
EVTOPTA31203;Onwards to Constantinople!;;;;;;;;;;;;x
illuminati;Bankers;;;;;;;;;;;;;;;;;;;;;;;x
german;German;;;;;;;;;;;;;;;;;;;;;;;x
polish_lithuanian;Polish-Lithuanian;;;;;;;;;;;;;;;;;;;;;;;x
czechoslovakian;Czechoslovakian;;;;;;;;;;;;;;;;;;;;;;;x
south_african;South African;;;;;;;;;;;;;;;;;;;;;;;x
admin_counter;Admin Points counter;;;;;;;;;;;;;x
admin_counter_desc;You will receive your annual Admin Points allocation when this counter runs out.;;;;;;;;;;;;;x
reactionary_influence;Reactionary Influence;;;;;;;;;;;;;x
reactionary_influence_desc;Reactionary agitators are spreading their ideology among the people;;;;;;;;;;;;;x
conservative_influence;Conservative Influence;;;;;;;;;;;;;x
conservative_influence_desc;Conservative agitators are spreading their ideology among the people;;;;;;;;;;;;;x
liberal_influence;Liberal Influence;;;;;;;;;;;;;x
liberal_influence_desc;Liberal agitators are spreading their ideology among the people;;;;;;;;;;;;;x
anarcho_liberal_influence;Anarcho-Liberal Influence;;;;;;;;;;;;;x
anarcho_liberal_influence_desc;Anarcho-Liberal agitators are spreading their ideology among the people;;;;;;;;;;;;;x
socialist_influence;Socialist Influence;;;;;;;;;;;;;x
socialist_influence_desc;Socialist agitators are spreading their ideology among the people;;;;;;;;;;;;;x
communist_influence;Communist Influence;;;;;;;;;;;;;x
communist_influence_desc;Communist agitators are spreading their ideology among the people;;;;;;;;;;;;;x
fascist_influence;Fascist Influence;;;;;;;;;;;;;x
fascist_influence_desc;Fascist agitators are spreading their ideology among the people;;;;;;;;;;;;;x
force_reform;Force Through Reform;;;;;;;;;;;;;x
force_reform_desc;You do not need upper house support to pass reforms as long as this modifier persists. Other requirements must still be met, e.g. you need to have medicine in order to pass trinket healthcare and it cannot be less than 6 months since you last passed a reform.;;;;;;;;;;;;;x
reform_passed;Reform Recently Passed;;;;;;;;;;;;;x
reform_passed_desc;Our government has forced through a reform without the support of the upper house. We will have to wait some time before we can force through another reform. Furthermore, the people will become more militant for some time due to the authoritative actions of the state.;;;;;;;;;;;;;x
bad_boy;Reducing Infamy;;;;;;;;;;;;;x
bad_boy_desc;We are justifying our aggression to the international court;;;;;;;;;;;;;x
immunity_from_influenza;Immunity from Influenza;;;;;;;;;;;;;x
immunity_from_influenza_desc;Prevents Pandemic Influenza from recurring in your country as long as modifier is active.;;;;;;;;;;;;;x
recruitment_drive;Recruitment Drive;;;;;;;;;;;;;x
recruitment_drive_desc;Enlistment campaigns are being held all over the country to attract more men into the army.;;;;;;;;;;;;;x
recruited_leader;Recruited Leader;;;;;;;;;;;;;x
recruited_leader_desc;We have already recruited the best mind our war academies had to offer. We must wait for the next graduating class to complete their training before we can recruit another great commander.;;;;;;;;;;;;;x
suppression;Martial Law;;;;;;;;;;;;;x
suppression_desc;This province is currently under martial law.;;;;;;;;;;;;;x
country_suppression;Martial Law;;;;;;;;;;;;;x
country_suppression_desc;The country is currently under martial law. This negatively impacts POP promotion rate.;;;;;;;;;;;;;x
baby_booming;Baby Booming;;;;;;;;;;;;;x
baby_booming_desc;Baby boom cooldown timer.;;;;;;;;;;;;;x
blood_and_iron;Blood and Iron;;;;;;;;;;;;;x
blood_and_iron_desc;Blood and iron RGO timer.;;;;;;;;;;;;;x
literacy_campaign;Literacy Campaign;;;;;;;;;;;;;x
small_baby_boom;Small Baby Boom;;;;;;;;;;;;;x
agriculture_expansion;Agriculture Expansion;;;;;;;;;;;;;x
mine_expansion;Mine Expansion;;;;;;;;;;;;;x
PRO;§WProvince RGO Expansion Flag\n§YIn Victoria 2, when a province changes owners, all old province modifiers are automatically removed. This flag allows RGO expansions to be remembered and transferred if a province changes ownership.;;;;;;;;;;;;;x
FWR;Fake War Target;;;;;;;;;;;;;x
FWR_ADJ;§;;;;;;;;;;;;;x
fake_war_title;§YDeclare Fake War;;;;;;;;;;;;;x
fake_war_desc;Declares war on a non-existant country and allows the player to take control of puppet troops when not in a real war. The Fake War can be ended by decision at any time.;;;;;;;;;;;;;x
end_fake_war_title;§YEnd Fake War;;;;;;;;;;;;;x
end_fake_war_desc;Ends the current fake war.;;;;;;;;;;;;;x
switched_production;Switched Production;;;;;;;;;;;;;x
province_attract_immigrants;Immigration Focus;;;;;;;;;;;;;x
new_world_province_attract_immigrants;Immigration Focus;;;;;;;;;;;;;x
colonial_railroad_nerf1;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf2;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf3;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf4;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf5;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_railroad_nerf6;Colonial Railroad Nerf;;;;;;;;;;;;;x
colonial_farm_nerf1;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_farm_nerf2;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_farm_nerf3;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_mine_nerf1;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_mine_nerf2;Colonial Tech Nerf;;;;;;;;;;;;;x
colonial_mine_nerf3;Colonial Tech Nerf;;;;;;;;;;;;;x
global_population_nerf_1900;Global Population Normalization;;;;;;;;;;;;x
global_population_nerf_1910;Global Population Normalization;;;;;;;;;;;;x
global_population_nerf_1920;Global Population Normalization;;;;;;;;;;;;x
global_population_nerf_1930;Global Population Normalization;;;;;;;;;;;;x
balkan_liberation_war;Nationalist Ferver;;;;;;;;;;;;;x
balkan_liberation_war_desc;All resources in the country are being directed to war. The people make do with what little scraps they have in order to feed the army.;;;;;;;;;;;;;x
tsar_of_all_slavs_title;Tsar of all Slavs;;;;;;;;;;;;;x
tsar_of_all_slavs_desc;Ethnic nationalism and political instability within Ottoman held territories are at an all time high. We have a casus belli for liberating all christians in the Balkans from Ottoman oppression.;;;;;;;;;;;;;x
ems_ukaz_dispatched;Ems Ukaz Dispatched;;;;;;;;;;;;;x
form_yugoslavia_title;Form Yugoslavia;;;;;;;;;;;;;x
form_yugoslavia_desc;Unite our Slavic brethren!;;;;;;;;;;;;;x
embrace_sudanese_minority_title;Embrace the Sudanese minority;;;;;;;;;;;;;x
embrace_sudanese_minority_desc;It is time to grant equal rights to the Sudanese;;;;;;;;;;;;;x
embrace_bedouin_minority_title;Embrace the Bedouin minority;;;;;;;;;;;;;x
embrace_bedouin_minority_desc;It is time to grant equal rights to the Bedouins;;;;;;;;;;;;;x
embrace_mashriqi_minority_title;Embrace the Mashriqi minority;;;;;;;;;;;;;x
embrace_mashriqi_minority_desc;It is time to grant equal rights to the Mashriqi;;;;;;;;;;;;;x
embrace_misri_minority_title;Embrace the Misri minority;;;;;;;;;;;;;x
embrace_misri_minority_desc;It is time to grant equal rights to the Misri;;;;;;;;;;;;;x
embrace_kurdish_minority_title;Embrace the Kurdish minority;;;;;;;;;;;;;x
embrace_kurdish_minority_desc;It is time to grant equal rights to the Kurds;;;;;;;;;;;;;x
embrace_armenian_minority_title;Embrace the Armenian minority;;;;;;;;;;;;;x
embrace_armenian_minority_desc;It is time to grant equal rights to the Armenians;;;;;;;;;;;;;x
embrace_albanian_minority_title;Embrace the Albanian minority;;;;;;;;;;;;;x
embrace_albanian_minority_desc;It is time to grant equal rights to the Albanians;;;;;;;;;;;;;x
embrace_bosniak_minority_title;Embrace the Bosniak minority;;;;;;;;;;;;;x
embrace_bosniak_minority_desc;It is time to grant equal rights to the Bosniaks;;;;;;;;;;;;;x
embrace_czech_minority_title;Embrace the Czech minority;;;;;;;;;;;;;x
embrace_czech_minority_desc;It is time to grant equal rights to Czechs;;;;;;;;;;;;;x
embrace_polish_minority_title;Embrace the Polish minority;;;;;;;;;;;;;x
embrace_polish_minority_desc;It is time to grant equal rights to Poles;;;;;;;;;;;;;x
embrace_slovene_minority_title;Embrace the Slovene minority;;;;;;;;;;;;;x
embrace_slovene_minority_desc;It is time to grant equal rights to Slovenes;;;;;;;;;;;;;x
embrace_croat_minority_title;Embrace the Croat minority;;;;;;;;;;;;;x
embrace_croat_minority_desc;It is time to grant equal rights to Croats;;;;;;;;;;;;;x
common_army_0;Common Army;;;;;;;;;;;;;x
common_army_0_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get accepted, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
common_army_1;Common Army;;;;;;;;;;;;;x
common_army_1_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get accepted, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
common_army_2;Common Army;;;;;;;;;;;;;x
common_army_2_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get accepted, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
common_army_3;Common Army;;;;;;;;;;;;;x
common_army_3_desc;The Common Army was the name of the non-German military branch of the Austrian empire. As more cultures get equal status in the empire, the Common Army shrinks in order to represent the establishment of each ethnicity's independent army.;;;;;;;;;;;;;x
balkan_size_modifier;Balkan RGO Modifier;;;;;;;;;;;;;x
strategic_rgo;Strategic RGO Modifier;;;;;;;;;;;;;x
minor_strategic_rgo;Strategic RGO Modifier;;;;;;;;;;;;;x
christian_subjugation;Christian Subjugation;;;;;;;;;;;;;x
christian_subjugation_desc;Christians must pay a jizya tax and are subject to conscription into Ottoman armies.;;;;;;;;;;;;;x
end_christian_subjugation_title;End Persecution of Christians;;;;;;;;;;;;;x
end_christian_subjugation_desc;Despite the dissolution of the Janissaries during the Ausipcious Incident in 1826, the continued persecution and enslavement of christians continues. This discrimination must be stamped out in order to create a unified Ottoman state.;;;;;;;;;;;;;x
annex_egypt_title;Annex Egypt;;;;;;;;;;;;;x
annex_egypt_desc;The Egyptian rebels have been crushed and are ready to submit to Ottoman rule once more.;;;;;;;;;;;;;x
oriental_crisis_title;Oriental Crisis;;;;;;;;;;;;;x
oriental_crisis_desc;Muhammad Ali has declared independence from the Sublime Porte and is threatening our holdings in Syria. We must act now if we are to re-establish Ottoman authority in Egypt and the Levant.;;;;;;;;;;;;;x
embraced_ottomanism;Embraced Ottomanism;;;;;;;;;;;;;x
embrace_ottomanism_title;Embrace Ottomanism;;;;;;;;;;;;;x
